,,s,s,s
    4500,2026-06-16T11:23:31.428+09:00, 0.183E-01,  91.77134, 0.38322E+03
    4600,2026-06-16T11:23:39.945+09:00, 0.199E-01,  93.68088, 0.39166E+03
    4700,2026-06-16T11:23:48.480+09:00, 0.216E-01,  95.70875, 0.40011E+03
    4800,2026-06-16T11:23:57.032+09:00, 0.229E-01,  97.62566, 0.40858E+03
    4900,2026-06-16T11:24:05.601+09:00, 0.218E-01,  99.77045, 0.41707E+03
    5000,2026-06-16T11:24:14.210+09:00, 0.224E-01, 101.89245, 0.42560E+03
    5100,2026-06-16T11:24:22.785+09:00, 0.233E-01, 104.09330, 0.43408E+03
    5200,2026-06-16T11:24:31.357+09:00, 0.175E-01, 106.04367, 0.44255E+03
    5300,2026-06-16T11:24:39.841+09:00, 0.175E-01, 108.01353, 0.45096E+03
    5400,2026-06-16T11:24:48.294+09:00, 0.205E-01, 110.01238, 0.45933E+03
    5500,2026-06-16T11:24:56.797+09:00, 0.174E-01, 112.05123, 0.46775E+03
    5600,2026-06-16T11:25:05.228+09:00, 0.207E-01, 114.00050, 0.47610E+03
    5700,2026-06-16T11:25:13.726+09:00, 0.208E-01, 116.06889, 0.48452E+03
    5800,2026-06-16T11:25:22.225+09:00, 0.204E-01, 118.20607, 0.49294E+03
    5900,2026-06-16T11:25:30.709+09:00, 0.179E-01, 120.21186, 0.50135E+03
    6000,2026-06-16T11:25:39.340+09:00, 0.196E-01, 122.09883, 0.50990E+03
    6100,2026-06-16T11:25:47.826+09:00, 0.213E-01, 124.24583, 0.51831E+03
    6200,2026-06-16T11:25:56.401+09:00, 0.222E-01, 126.43513, 0.52680E+03
    6300,2026-06-16T11:26:04.996+09:00, 0.210E-01, 128.48780, 0.53532E+03
    6400,2026-06-16T11:26:13.491+09:00, 0.189E-01, 130.63377, 0.54373E+03
    6500,2026-06-16T11:26:21.990+09:00, 0.244E-01, 132.62540, 0.55215E+03
    6600,2026-06-16T11:26:30.506+09:00, 0.204E-01, 134.67650, 0.56059E+03
    6700,2026-06-16T11:26:39.008+09:00, 0.206E-01, 136.85066, 0.56901E+03
    6800,2026-06-16T11:26:47.525+09:00, 0.201E-01, 138.90323, 0.57745E+03
    6900,2026-06-16T11:26:56.130+09:00, 0.185E-01, 140.66571, 0.58598E+03
    7000,2026-06-16T11:27:04.656+09:00, 0.215E-01, 142.64928, 0.59442E+03
    7100,2026-06-16T11:27:13.181+09:00, 0.237E-01, 144.88854, 0.60286E+03
    7200,2026-06-16T11:27:21.760+09:00, 0.193E-01, 147.06365, 0.61136E+03
    7300,2026-06-16T11:27:30.267+09:00, 0.206E-01, 149.21953, 0.61979E+03
    7400,2026-06-16T11:27:38.718+09:00, 0.190E-01, 151.31578, 0.62816E+03
    7500,2026-06-16T11:27:47.234+09:00, 0.189E-01, 153.23472, 0.63660E+03
    7600,2026-06-16T11:27:55.680+09:00, 0.268E-01, 155.36645, 0.64497E+03
    7700,2026-06-16T11:28:04.160+09:00, 0.218E-01, 157.54328, 0.65337E+03
    7800,2026-06-16T11:28:12.691+09:00, 0.215E-01, 159.63297, 0.66182E+03
    7900,2026-06-16T11:28:21.203+09:00, 0.170E-01, 161.59415, 0.67026E+03
    8000,2026-06-16T11:28:29.675+09:00, 0.163E-01, 163.70115, 0.67865E+03
    8100,2026-06-16T11:28:38.138+09:00, 0.262E-01, 165.81028, 0.68704E+03
    8200,2026-06-16T11:28:46.664+09:00, 0.218E-01, 167.96108, 0.69548E+03
    8300,2026-06-16T11:28:55.208+09:00, 0.193E-01, 170.04466, 0.70394E+03
    8400,2026-06-16T11:29:03.738+09:00, 0.214E-01, 172.14953, 0.71239E+03
    8500,2026-06-16T11:29:12.230+09:00, 0.202E-01, 174.27618, 0.72080E+03
    8600,2026-06-16T11:29:20.677+09:00, 0.206E-01, 176.43146, 0.72917E+03
    8700,2026-06-16T11:29:29.234+09:00, 0.206E-01, 178.59840, 0.73764E+03
    8800,2026-06-16T11:29:37.683+09:00, 0.245E-01, 180.85761, 0.74602E+03
    8900,2026-06-16T11:29:46.162+09:00, 0.242E-01, 182.97813, 0.75442E+03
    9000,2026-06-16T11:29:54.678+09:00, 0.183E-01, 185.04888, 0.76285E+03
    9100,2026-06-16T11:30:03.071+09:00, 0.244E-01, 187.18517, 0.77117E+03
    9200,2026-06-16T11:30:11.599+09:00, 0.217E-01, 189.35958, 0.77962E+03
    9300,2026-06-16T11:30:20.093+09:00, 0.217E-01, 191.44542, 0.78803E+03
    9400,2026-06-16T11:30:28.641+09:00, 0.205E-01, 193.53872, 0.79650E+03
    9500,2026-06-16T11:30:37.117+09:00, 0.203E-01, 195.66538, 0.80490E+03
    9600,2026-06-16T11:30:45.618+09:00, 0.224E-01, 197.88448, 0.81332E+03
    9700,2026-06-16T11:30:54.089+09:00, 0.211E-01, 200.08958, 0.82171E+03
    9800,2026-06-16T11:31:02.612+09:00, 0.142E-01, 201.77669, 0.83016E+03
    9900,2026-06-16T11:31:11.065+09:00, 0.244E-01, 203.91549, 0.83853E+03
   10000,2026-06-16T11:31:19.629+09:00, 0.221E-01, 206.04431, 0.84701E+03
   10100,2026-06-16T11:31:28.170+09:00, 0.244E-01, 208.19370, 0.85547E+03
   10200,2026-06-16T11:31:36.643+09:00, 0.219E-01, 210.27662, 0.86387E+03
   10300,2026-06-16T11:31:45.105+09:00, 0.266E-01, 212.42282, 0.87225E+03
   10400,2026-06-16T11:31:53.525+09:00, 0.205E-01, 214.59617, 0.88059E+03
   10500,2026-06-16T11:32:02.017+09:00, 0.231E-01, 216.66151, 0.88900E+03
   10600,2026-06-16T11:32:10.480+09:00, 0.193E-01, 218.73934, 0.89739E+03
   10700,2026-06-16T11:32:18.998+09:00, 0.218E-01, 220.63431, 0.90583E+03
   10800,2026-06-16T11:32:27.568+09:00, 0.251E-01, 222.85194, 0.91432E+03
   10900,2026-06-16T11:32:35.989+09:00, 0.231E-01, 225.03891, 0.92266E+03
   11000,2026-06-16T11:32:44.484+09:00, 0.227E-01, 227.41659, 0.93108E+03
   11100,2026-06-16T11:32:53.030+09:00, 0.223E-01, 229.58004, 0.93955E+03
   11200,2026-06-16T11:33:01.575+09:00, 0.176E-01, 231.97137, 0.94802E+03
   11300,2026-06-16T11:33:10.062+09:00, 0.229E-01, 234.18749, 0.95642E+03
   11400,2026-06-16T11:33:18.561+09:00, 0.189E-01, 236.36737, 0.96485E+03
   11500,2026-06-16T11:33:26.972+09:00, 0.219E-01, 238.53948, 0.97319E+03
   11600,2026-06-16T11:33:35.420+09:00, 0.235E-01, 240.74306, 0.98156E+03
   11700,2026-06-16T11:33:43.964+09:00, 0.209E-01, 242.93217, 0.99003E+03
   11800,2026-06-16T11:33:52.509+09:00, 0.223E-01, 245.18161, 0.99850E+03
   11900,2026-06-16T11:34:00.927+09:00, 0.204E-01, 247.34641, 0.10068E+04
   12000,2026-06-16T11:34:09.442+09:00, 0.195E-01, 249.48290, 0.10153E+04
   12100,2026-06-16T11:34:17.892+09:00, 0.201E-01, 251.53089, 0.10237E+04
   12200,2026-06-16T11:34:26.337+09:00, 0.228E-01, 253.74033, 0.10320E+04
   12300,2026-06-16T11:34:34.831+09:00, 0.260E-01, 255.90937, 0.10405E+04
   12400,2026-06-16T11:34:43.376+09:00, 0.243E-01, 258.29914, 0.10489E+04
   12500,2026-06-16T11:34:51.864+09:00, 0.206E-01, 260.58284, 0.10573E+04
   12600,2026-06-16T11:35:00.294+09:00, 0.255E-01, 262.87709, 0.10657E+04
   12700,2026-06-16T11:35:08.603+09:00, 0.227E-01, 265.20423, 0.10739E+04
   12800,2026-06-16T11:35:16.941+09:00, 0.223E-01, 267.54729, 0.10822E+04
   12900,2026-06-16T11:35:25.255+09:00, 0.223E-01, 269.78297, 0.10904E+04
   13000,2026-06-16T11:35:33.653+09:00, 0.189E-01, 272.04367, 0.10988E+04
   13100,2026-06-16T11:35:42.013+09:00, 0.223E-01, 274.36550, 0.11071E+04
   13200,2026-06-16T11:35:50.366+09:00, 0.231E-01, 276.74068, 0.11153E+04
   13300,2026-06-16T11:35:58.744+09:00, 0.244E-01, 279.04549, 0.11236E+04
   13400,2026-06-16T11:36:07.068+09:00, 0.233E-01, 281.27267, 0.11319E+04
   13500,2026-06-16T11:36:15.450+09:00, 0.211E-01, 283.57668, 0.11402E+04
   13600,2026-06-16T11:36:23.843+09:00, 0.208E-01, 285.77995, 0.11485E+04
   13700,2026-06-16T11:36:32.198+09:00, 0.225E-01, 288.08571, 0.11568E+04
   13800,2026-06-16T11:36:40.512+09:00, 0.250E-01, 290.45787, 0.11650E+04
   13900,2026-06-16T11:36:48.934+09:00, 0.224E-01, 292.78281, 0.11734E+04
   14000,2026-06-16T11:36:57.296+09:00, 0.240E-01, 295.05151, 0.11817E+04
   14100,2026-06-16T11:37:05.699+09:00, 0.255E-01, 297.54854, 0.11900E+04
   14200,2026-06-16T11:37:13.244+09:00, 0.196E-01, 299.82046, 0.11975E+04
   14209,2026-06-16T11:37:13.916+09:00, 0.165E-01, 300.00000, 0.11982E+04
