,,s,s,s
   10900,2026-06-16T12:06:54.687+09:00, 0.225E-01, 230.81808, 0.78880E+03
   11000,2026-06-16T12:07:01.945+09:00, 0.215E-01, 232.98879, 0.79600E+03
   11100,2026-06-16T12:07:09.200+09:00, 0.225E-01, 235.30064, 0.80321E+03
   11200,2026-06-16T12:07:16.364+09:00, 0.221E-01, 237.60193, 0.81032E+03
   11300,2026-06-16T12:07:23.562+09:00, 0.225E-01, 239.91387, 0.81746E+03
   11400,2026-06-16T12:07:30.903+09:00, 0.228E-01, 242.01339, 0.82474E+03
   11500,2026-06-16T12:07:38.158+09:00, 0.203E-01, 244.28237, 0.83194E+03
   11600,2026-06-16T12:07:45.402+09:00, 0.243E-01, 246.65076, 0.83912E+03
   11700,2026-06-16T12:07:52.658+09:00, 0.246E-01, 249.21344, 0.84632E+03
   11800,2026-06-16T12:07:59.932+09:00, 0.269E-01, 251.56455, 0.85354E+03
   11900,2026-06-16T12:08:07.205+09:00, 0.259E-01, 254.02476, 0.86075E+03
   12000,2026-06-16T12:08:14.473+09:00, 0.234E-01, 256.51308, 0.86797E+03
   12100,2026-06-16T12:08:21.694+09:00, 0.242E-01, 258.82098, 0.87513E+03
   12200,2026-06-16T12:08:28.868+09:00, 0.274E-01, 261.23060, 0.88225E+03
   12300,2026-06-16T12:08:36.195+09:00, 0.190E-01, 263.60301, 0.88952E+03
   12400,2026-06-16T12:08:43.485+09:00, 0.200E-01, 265.90108, 0.89675E+03
   12500,2026-06-16T12:08:50.694+09:00, 0.227E-01, 268.12551, 0.90390E+03
   12600,2026-06-16T12:08:57.913+09:00, 0.195E-01, 270.21695, 0.91107E+03
   12700,2026-06-16T12:09:05.092+09:00, 0.220E-01, 272.47697, 0.91819E+03
   12800,2026-06-16T12:09:12.308+09:00, 0.214E-01, 274.80331, 0.92536E+03
   12900,2026-06-16T12:09:19.451+09:00, 0.237E-01, 277.08889, 0.93244E+03
   13000,2026-06-16T12:09:26.668+09:00, 0.266E-01, 279.47548, 0.93961E+03
   13100,2026-06-16T12:09:33.882+09:00, 0.271E-01, 281.81952, 0.94677E+03
