,,s,s,s
    9500,2026-06-16T11:27:47.688+09:00, 0.227E-01, 200.77742, 0.63735E+03
    9600,2026-06-16T11:27:54.401+09:00, 0.186E-01, 202.78102, 0.64400E+03
    9700,2026-06-16T11:28:01.039+09:00, 0.239E-01, 204.84970, 0.65058E+03
    9800,2026-06-16T11:28:07.733+09:00, 0.207E-01, 207.23964, 0.65721E+03
    9900,2026-06-16T11:28:14.356+09:00, 0.197E-01, 208.76686, 0.66377E+03
   10000,2026-06-16T11:28:20.960+09:00, 0.142E-01, 210.43785, 0.67032E+03
   10100,2026-06-16T11:28:27.556+09:00, 0.224E-01, 212.70810, 0.67685E+03
   10200,2026-06-16T11:28:34.180+09:00, 0.196E-01, 214.97098, 0.68342E+03
   10300,2026-06-16T11:28:40.766+09:00, 0.258E-01, 217.25341, 0.68995E+03
   10400,2026-06-16T11:28:47.442+09:00, 0.177E-01, 219.34128, 0.69656E+03
   10500,2026-06-16T11:28:54.076+09:00, 0.212E-01, 221.45686, 0.70314E+03
   10600,2026-06-16T11:29:00.734+09:00, 0.252E-01, 223.86347, 0.70974E+03
   10700,2026-06-16T11:29:07.417+09:00, 0.247E-01, 226.00602, 0.71635E+03
   10800,2026-06-16T11:29:14.129+09:00, 0.221E-01, 228.38631, 0.72300E+03
   10900,2026-06-16T11:29:20.808+09:00, 0.251E-01, 230.59806, 0.72962E+03
   11000,2026-06-16T11:29:27.451+09:00, 0.151E-01, 232.83433, 0.73620E+03
   11100,2026-06-16T11:29:34.023+09:00, 0.275E-01, 234.92114, 0.74271E+03
   11200,2026-06-16T11:29:40.675+09:00, 0.174E-01, 237.12299, 0.74931E+03
   11300,2026-06-16T11:29:47.377+09:00, 0.217E-01, 239.41920, 0.75595E+03
   11400,2026-06-16T11:29:54.056+09:00, 0.241E-01, 241.66593, 0.76257E+03
   11500,2026-06-16T11:30:00.720+09:00, 0.267E-01, 244.10333, 0.76916E+03
   11600,2026-06-16T11:30:07.351+09:00, 0.242E-01, 246.31210, 0.77573E+03
   11700,2026-06-16T11:30:14.017+09:00, 0.202E-01, 248.43550, 0.78234E+03
   11800,2026-06-16T11:30:20.689+09:00, 0.220E-01, 250.64508, 0.78895E+03
   11900,2026-06-16T11:30:27.285+09:00, 0.199E-01, 252.60726, 0.79548E+03
   12000,2026-06-16T11:30:33.916+09:00, 0.246E-01, 254.93352, 0.80206E+03
   12100,2026-06-16T11:30:40.564+09:00, 0.258E-01, 257.38540, 0.80865E+03
   12200,2026-06-16T11:30:47.218+09:00, 0.254E-01, 259.65747, 0.81524E+03
   12300,2026-06-16T11:30:53.920+09:00, 0.235E-01, 262.08157, 0.82187E+03
   12400,2026-06-16T11:31:00.562+09:00, 0.205E-01, 264.28138, 0.82846E+03
   12500,2026-06-16T11:31:07.202+09:00, 0.239E-01, 266.57629, 0.83503E+03
   12600,2026-06-16T11:31:13.884+09:00, 0.231E-01, 268.86158, 0.84166E+03
   12700,2026-06-16T11:31:20.584+09:00, 0.230E-01, 271.21716, 0.84830E+03
   12800,2026-06-16T11:31:27.167+09:00, 0.206E-01, 273.42914, 0.85482E+03
   12900,2026-06-16T11:31:33.787+09:00, 0.272E-01, 275.82664, 0.86138E+03
   13000,2026-06-16T11:31:40.491+09:00, 0.247E-01, 278.13689, 0.86801E+03
   13100,2026-06-16T11:31:47.134+09:00, 0.237E-01, 280.50150, 0.87460E+03
   13200,2026-06-16T11:31:53.736+09:00, 0.192E-01, 282.75420, 0.88114E+03
   13300,2026-06-16T11:32:00.325+09:00, 0.230E-01, 285.01793, 0.88767E+03
   13400,2026-06-16T11:32:06.951+09:00, 0.240E-01, 287.28876, 0.89423E+03
   13500,2026-06-16T11:32:13.582+09:00, 0.263E-01, 289.71824, 0.90080E+03
   13600,2026-06-16T11:32:20.212+09:00, 0.232E-01, 292.13609, 0.90737E+03
   13700,2026-06-16T11:32:26.834+09:00, 0.252E-01, 294.41692, 0.91393E+03
   13800,2026-06-16T11:32:33.522+09:00, 0.254E-01, 296.88954, 0.92056E+03
   13900,2026-06-16T11:32:40.239+09:00, 0.251E-01, 299.15430, 0.92722E+03
   13935,2026-06-16T11:32:42.593+09:00, 0.232E-01, 300.00000, 0.92955E+03
