,,s,s,s
    2600,2026-06-16T12:03:06.338+09:00, 0.210E-01,  56.49151, 0.24164E+03
    2700,2026-06-16T12:03:15.624+09:00, 0.215E-01,  58.43300, 0.25085E+03
    2800,2026-06-16T12:03:24.907+09:00, 0.156E-01,  60.32596, 0.26006E+03
    2900,2026-06-16T12:03:34.200+09:00, 0.190E-01,  62.11405, 0.26928E+03
    3000,2026-06-16T12:03:43.678+09:00, 0.218E-01,  64.21876, 0.27863E+03
    3100,2026-06-16T12:03:52.693+09:00, 0.223E-01,  66.23105, 0.28757E+03
    3200,2026-06-16T12:04:02.137+09:00, 0.164E-01,  68.31034, 0.29693E+03
    3300,2026-06-16T12:04:11.530+09:00, 0.209E-01,  70.36585, 0.30625E+03
    3400,2026-06-16T12:04:20.864+09:00, 0.185E-01,  72.37999, 0.31551E+03
    3500,2026-06-16T12:04:29.914+09:00, 0.211E-01,  74.32857, 0.32448E+03
    3600,2026-06-16T12:04:39.347+09:00, 0.175E-01,  76.33109, 0.33384E+03
    3700,2026-06-16T12:04:48.720+09:00, 0.199E-01,  78.49302, 0.34313E+03
    3800,2026-06-16T12:04:58.104+09:00, 0.236E-01,  80.59842, 0.35244E+03
    3900,2026-06-16T12:05:07.360+09:00, 0.199E-01,  82.52678, 0.36162E+03
    4000,2026-06-16T12:05:16.702+09:00, 0.192E-01,  84.60167, 0.37088E+03
    4100,2026-06-16T12:05:25.976+09:00, 0.190E-01,  86.52954, 0.38007E+03
    4200,2026-06-16T12:05:35.419+09:00, 0.195E-01,  88.61972, 0.38944E+03
    4300,2026-06-16T12:05:44.840+09:00, 0.228E-01,  90.70046, 0.39878E+03
    4400,2026-06-16T12:05:53.934+09:00, 0.221E-01,  92.78233, 0.40780E+03
    4500,2026-06-16T12:06:03.428+09:00, 0.210E-01,  94.78747, 0.41721E+03
    4600,2026-06-16T12:06:12.815+09:00, 0.210E-01,  96.87980, 0.42652E+03
    4700,2026-06-16T12:06:22.054+09:00, 0.221E-01,  98.93240, 0.43569E+03
    4800,2026-06-16T12:06:31.185+09:00, 0.167E-01, 100.95562, 0.44474E+03
    4900,2026-06-16T12:06:40.555+09:00, 0.215E-01, 102.96372, 0.45403E+03
    5000,2026-06-16T12:06:50.071+09:00, 0.165E-01, 105.03458, 0.46347E+03
    5100,2026-06-16T12:06:59.474+09:00, 0.239E-01, 107.10031, 0.47279E+03
    5200,2026-06-16T12:07:08.670+09:00, 0.200E-01, 109.24431, 0.48191E+03
    5300,2026-06-16T12:07:17.967+09:00, 0.185E-01, 111.26170, 0.49113E+03
    5400,2026-06-16T12:07:27.203+09:00, 0.195E-01, 113.23515, 0.50028E+03
    5500,2026-06-16T12:07:36.505+09:00, 0.206E-01, 115.30359, 0.50951E+03
    5600,2026-06-16T12:07:45.893+09:00, 0.218E-01, 117.42012, 0.51882E+03
    5700,2026-06-16T12:07:55.010+09:00, 0.206E-01, 119.59728, 0.52786E+03
    5800,2026-06-16T12:08:04.368+09:00, 0.169E-01, 121.53680, 0.53714E+03
    5900,2026-06-16T12:08:13.793+09:00, 0.211E-01, 123.60044, 0.54648E+03
    6000,2026-06-16T12:08:23.065+09:00, 0.198E-01, 125.58089, 0.55567E+03
    6100,2026-06-16T12:08:32.218+09:00, 0.210E-01, 127.50531, 0.56475E+03
    6200,2026-06-16T12:08:41.487+09:00, 0.214E-01, 129.64643, 0.57394E+03
    6300,2026-06-16T12:08:50.915+09:00, 0.184E-01, 131.79484, 0.58329E+03
    6400,2026-06-16T12:09:00.268+09:00, 0.226E-01, 133.87687, 0.59257E+03
    6500,2026-06-16T12:09:09.637+09:00, 0.149E-01, 135.96961, 0.60186E+03
    6600,2026-06-16T12:09:18.719+09:00, 0.228E-01, 138.01668, 0.61085E+03
    6700,2026-06-16T12:09:28.158+09:00, 0.175E-01, 140.12271, 0.62019E+03
