,,s,s,s
    4100,2026-06-16T12:00:54.639+09:00, 0.191E-01,  87.12998, 0.34898E+03
    4200,2026-06-16T12:01:03.760+09:00, 0.194E-01,  89.17669, 0.35802E+03
    4300,2026-06-16T12:01:12.820+09:00, 0.215E-01,  91.24019, 0.36700E+03
    4400,2026-06-16T12:01:21.926+09:00, 0.185E-01,  93.23294, 0.37603E+03
    4500,2026-06-16T12:01:31.015+09:00, 0.202E-01,  95.17062, 0.38505E+03
    4600,2026-06-16T12:01:40.018+09:00, 0.209E-01,  97.20993, 0.39397E+03
    4700,2026-06-16T12:01:49.048+09:00, 0.190E-01,  99.29278, 0.40293E+03
    4800,2026-06-16T12:01:58.146+09:00, 0.227E-01, 101.38935, 0.41196E+03
    4900,2026-06-16T12:02:07.220+09:00, 0.208E-01, 103.47696, 0.42095E+03
    5000,2026-06-16T12:02:16.241+09:00, 0.225E-01, 105.57250, 0.42990E+03
    5100,2026-06-16T12:02:25.285+09:00, 0.230E-01, 107.65255, 0.43887E+03
    5200,2026-06-16T12:02:34.295+09:00, 0.171E-01, 109.63198, 0.44781E+03
    5300,2026-06-16T12:02:43.320+09:00, 0.215E-01, 111.55186, 0.45676E+03
    5400,2026-06-16T12:02:52.295+09:00, 0.221E-01, 113.53442, 0.46567E+03
    5500,2026-06-16T12:03:01.422+09:00, 0.185E-01, 115.75794, 0.47472E+03
    5600,2026-06-16T12:03:10.652+09:00, 0.192E-01, 117.87725, 0.48387E+03
    5700,2026-06-16T12:03:19.839+09:00, 0.223E-01, 119.98474, 0.49298E+03
    5800,2026-06-16T12:03:28.892+09:00, 0.145E-01, 121.80539, 0.50196E+03
    5900,2026-06-16T12:03:38.035+09:00, 0.191E-01, 123.63095, 0.51103E+03
    6000,2026-06-16T12:03:47.009+09:00, 0.205E-01, 125.67153, 0.51994E+03
    6100,2026-06-16T12:03:56.104+09:00, 0.210E-01, 127.72725, 0.52896E+03
    6200,2026-06-16T12:04:05.137+09:00, 0.204E-01, 129.76037, 0.53791E+03
    6300,2026-06-16T12:04:14.183+09:00, 0.254E-01, 131.82845, 0.54689E+03
    6400,2026-06-16T12:04:23.258+09:00, 0.255E-01, 134.07986, 0.55588E+03
    6500,2026-06-16T12:04:32.322+09:00, 0.230E-01, 136.16396, 0.56487E+03
    6600,2026-06-16T12:04:41.340+09:00, 0.207E-01, 138.20840, 0.57381E+03
    6700,2026-06-16T12:04:50.397+09:00, 0.205E-01, 140.22077, 0.58280E+03
    6800,2026-06-16T12:04:59.414+09:00, 0.189E-01, 142.31477, 0.59174E+03
    6900,2026-06-16T12:05:08.489+09:00, 0.221E-01, 144.34997, 0.60075E+03
    7000,2026-06-16T12:05:17.548+09:00, 0.225E-01, 146.43263, 0.60973E+03
    7100,2026-06-16T12:05:26.600+09:00, 0.222E-01, 148.54890, 0.61871E+03
    7200,2026-06-16T12:05:35.683+09:00, 0.199E-01, 150.58860, 0.62772E+03
    7300,2026-06-16T12:05:44.743+09:00, 0.229E-01, 152.87652, 0.63670E+03
    7400,2026-06-16T12:05:53.787+09:00, 0.228E-01, 155.06892, 0.64567E+03
    7500,2026-06-16T12:06:02.847+09:00, 0.195E-01, 157.23238, 0.65465E+03
    7600,2026-06-16T12:06:11.909+09:00, 0.219E-01, 159.33395, 0.66364E+03
    7700,2026-06-16T12:06:20.909+09:00, 0.192E-01, 161.43480, 0.67257E+03
    7800,2026-06-16T12:06:29.911+09:00, 0.200E-01, 163.43409, 0.68150E+03
    7900,2026-06-16T12:06:38.902+09:00, 0.226E-01, 165.50550, 0.69041E+03
    8000,2026-06-16T12:06:47.971+09:00, 0.161E-01, 167.61098, 0.69940E+03
    8100,2026-06-16T12:06:57.014+09:00, 0.218E-01, 169.70079, 0.70837E+03
    8200,2026-06-16T12:07:06.090+09:00, 0.223E-01, 171.90484, 0.71737E+03
    8300,2026-06-16T12:07:15.216+09:00, 0.217E-01, 174.08682, 0.72642E+03
    8400,2026-06-16T12:07:24.263+09:00, 0.210E-01, 176.38108, 0.73539E+03
    8500,2026-06-16T12:07:33.314+09:00, 0.185E-01, 178.39329, 0.74437E+03
    8600,2026-06-16T12:07:42.338+09:00, 0.242E-01, 180.47971, 0.75332E+03
    8700,2026-06-16T12:07:51.502+09:00, 0.210E-01, 182.73100, 0.76241E+03
    8800,2026-06-16T12:08:00.613+09:00, 0.200E-01, 184.79350, 0.77144E+03
    8900,2026-06-16T12:08:09.703+09:00, 0.196E-01, 186.86358, 0.78046E+03
    9000,2026-06-16T12:08:18.794+09:00, 0.199E-01, 189.06559, 0.78947E+03
    9100,2026-06-16T12:08:27.844+09:00, 0.205E-01, 191.20614, 0.79845E+03
    9200,2026-06-16T12:08:36.844+09:00, 0.226E-01, 193.35397, 0.80737E+03
    9300,2026-06-16T12:08:45.913+09:00, 0.269E-01, 195.58030, 0.81636E+03
    9400,2026-06-16T12:08:55.046+09:00, 0.220E-01, 197.86973, 0.82542E+03
    9500,2026-06-16T12:09:04.128+09:00, 0.242E-01, 200.27233, 0.83441E+03
    9600,2026-06-16T12:09:13.224+09:00, 0.238E-01, 202.61217, 0.84344E+03
    9700,2026-06-16T12:09:22.281+09:00, 0.202E-01, 204.95622, 0.85242E+03
    9800,2026-06-16T12:09:31.284+09:00, 0.176E-01, 206.81119, 0.86135E+03
