,,s,s,s
    1900,2026-06-16T12:02:34.797+09:00, 0.193E-01,  42.72236, 0.17223E+03
    2000,2026-06-16T12:02:43.816+09:00, 0.165E-01,  44.53081, 0.18117E+03
    2100,2026-06-16T12:02:52.784+09:00, 0.179E-01,  46.40133, 0.19007E+03
    2200,2026-06-16T12:03:01.782+09:00, 0.225E-01,  48.30545, 0.19899E+03
    2300,2026-06-16T12:03:10.857+09:00, 0.223E-01,  50.37265, 0.20799E+03
    2400,2026-06-16T12:03:19.876+09:00, 0.196E-01,  52.32925, 0.21693E+03
    2500,2026-06-16T12:03:28.878+09:00, 0.180E-01,  54.27289, 0.22586E+03
    2600,2026-06-16T12:03:37.873+09:00, 0.221E-01,  56.27762, 0.23478E+03
    2700,2026-06-16T12:03:46.999+09:00, 0.202E-01,  58.27313, 0.24383E+03
    2800,2026-06-16T12:03:55.998+09:00, 0.219E-01,  60.25683, 0.25276E+03
    2900,2026-06-16T12:04:05.015+09:00, 0.207E-01,  62.47758, 0.26170E+03
    3000,2026-06-16T12:04:13.945+09:00, 0.186E-01,  64.54413, 0.27056E+03
    3100,2026-06-16T12:04:22.921+09:00, 0.189E-01,  66.57582, 0.27946E+03
    3200,2026-06-16T12:04:31.883+09:00, 0.211E-01,  68.53937, 0.28835E+03
    3300,2026-06-16T12:04:40.846+09:00, 0.232E-01,  70.52695, 0.29724E+03
    3400,2026-06-16T12:04:49.912+09:00, 0.202E-01,  72.62812, 0.30623E+03
    3500,2026-06-16T12:04:58.995+09:00, 0.234E-01,  74.63309, 0.31524E+03
    3600,2026-06-16T12:05:08.091+09:00, 0.208E-01,  76.68195, 0.32427E+03
    3700,2026-06-16T12:05:17.112+09:00, 0.165E-01,  78.79337, 0.33322E+03
    3800,2026-06-16T12:05:26.064+09:00, 0.210E-01,  80.70220, 0.34210E+03
    3900,2026-06-16T12:05:35.155+09:00, 0.191E-01,  82.71111, 0.35112E+03
    4000,2026-06-16T12:05:44.108+09:00, 0.207E-01,  84.84188, 0.36001E+03
    4100,2026-06-16T12:05:53.040+09:00, 0.207E-01,  86.83474, 0.36887E+03
    4200,2026-06-16T12:06:02.009+09:00, 0.180E-01,  88.73629, 0.37776E+03
    4300,2026-06-16T12:06:10.977+09:00, 0.199E-01,  90.66462, 0.38666E+03
    4400,2026-06-16T12:06:19.916+09:00, 0.171E-01,  92.56862, 0.39552E+03
    4500,2026-06-16T12:06:28.944+09:00, 0.204E-01,  94.66168, 0.40448E+03
    4600,2026-06-16T12:06:37.937+09:00, 0.232E-01,  96.88404, 0.41341E+03
    4700,2026-06-16T12:06:46.971+09:00, 0.203E-01,  99.15895, 0.42237E+03
    4800,2026-06-16T12:06:55.960+09:00, 0.216E-01, 101.25556, 0.43129E+03
    4900,2026-06-16T12:07:04.943+09:00, 0.212E-01, 103.45844, 0.44020E+03
    5000,2026-06-16T12:07:13.955+09:00, 0.208E-01, 105.45971, 0.44914E+03
    5100,2026-06-16T12:07:22.951+09:00, 0.238E-01, 107.48551, 0.45807E+03
    5200,2026-06-16T12:07:31.958+09:00, 0.267E-01, 109.52625, 0.46700E+03
    5300,2026-06-16T12:07:40.965+09:00, 0.210E-01, 111.53996, 0.47594E+03
    5400,2026-06-16T12:07:50.053+09:00, 0.221E-01, 113.54674, 0.48496E+03
    5500,2026-06-16T12:07:59.076+09:00, 0.222E-01, 115.83174, 0.49391E+03
    5600,2026-06-16T12:08:08.094+09:00, 0.169E-01, 117.68480, 0.50286E+03
    5700,2026-06-16T12:08:17.094+09:00, 0.216E-01, 119.69347, 0.51179E+03
    5800,2026-06-16T12:08:26.143+09:00, 0.139E-01, 121.88980, 0.52077E+03
    5900,2026-06-16T12:08:35.069+09:00, 0.219E-01, 123.81332, 0.52962E+03
    6000,2026-06-16T12:08:44.063+09:00, 0.211E-01, 126.01267, 0.53854E+03
    6100,2026-06-16T12:08:53.086+09:00, 0.177E-01, 128.13277, 0.54749E+03
    6200,2026-06-16T12:09:02.016+09:00, 0.185E-01, 130.16873, 0.55635E+03
    6300,2026-06-16T12:09:11.043+09:00, 0.221E-01, 132.30912, 0.56531E+03
    6400,2026-06-16T12:09:19.984+09:00, 0.209E-01, 134.45840, 0.57418E+03
    6500,2026-06-16T12:09:28.980+09:00, 0.208E-01, 136.63798, 0.58310E+03
