,,s,s,s
    4300,2026-06-16T12:05:11.682+09:00, 0.191E-01,  89.34938, 0.38767E+03
    4400,2026-06-16T12:05:20.649+09:00, 0.192E-01,  91.33355, 0.39657E+03
    4500,2026-06-16T12:05:29.679+09:00, 0.200E-01,  93.29050, 0.40553E+03
    4600,2026-06-16T12:05:38.640+09:00, 0.193E-01,  95.44316, 0.41442E+03
    4700,2026-06-16T12:05:47.653+09:00, 0.221E-01,  97.71842, 0.42337E+03
    4800,2026-06-16T12:05:56.683+09:00, 0.213E-01,  99.86486, 0.43233E+03
    4900,2026-06-16T12:06:05.696+09:00, 0.234E-01, 101.99980, 0.44127E+03
    5000,2026-06-16T12:06:14.731+09:00, 0.193E-01, 104.02327, 0.45022E+03
    5100,2026-06-16T12:06:23.820+09:00, 0.194E-01, 105.96471, 0.45925E+03
    5200,2026-06-16T12:06:32.787+09:00, 0.189E-01, 108.05727, 0.46813E+03
    5300,2026-06-16T12:06:41.866+09:00, 0.198E-01, 110.27417, 0.47713E+03
    5400,2026-06-16T12:06:50.921+09:00, 0.205E-01, 112.29416, 0.48612E+03
    5500,2026-06-16T12:06:59.936+09:00, 0.226E-01, 114.58134, 0.49506E+03
    5600,2026-06-16T12:07:08.942+09:00, 0.185E-01, 116.73386, 0.50399E+03
    5700,2026-06-16T12:07:18.043+09:00, 0.212E-01, 118.91062, 0.51302E+03
    5800,2026-06-16T12:07:27.113+09:00, 0.162E-01, 120.73920, 0.52201E+03
    5900,2026-06-16T12:07:36.101+09:00, 0.199E-01, 122.50090, 0.53093E+03
    6000,2026-06-16T12:07:45.071+09:00, 0.232E-01, 124.53873, 0.53982E+03
    6100,2026-06-16T12:07:54.083+09:00, 0.221E-01, 126.61866, 0.54876E+03
    6200,2026-06-16T12:08:03.150+09:00, 0.201E-01, 128.81666, 0.55775E+03
    6300,2026-06-16T12:08:12.218+09:00, 0.236E-01, 131.09365, 0.56674E+03
    6400,2026-06-16T12:08:21.375+09:00, 0.196E-01, 133.11933, 0.57583E+03
    6500,2026-06-16T12:08:30.362+09:00, 0.244E-01, 135.33343, 0.58475E+03
    6600,2026-06-16T12:08:39.466+09:00, 0.191E-01, 137.48574, 0.59377E+03
    6700,2026-06-16T12:08:48.454+09:00, 0.196E-01, 139.65646, 0.60269E+03
    6800,2026-06-16T12:08:57.472+09:00, 0.198E-01, 141.70803, 0.61163E+03
    6900,2026-06-16T12:09:06.494+09:00, 0.226E-01, 143.79039, 0.62058E+03
    7000,2026-06-16T12:09:15.472+09:00, 0.201E-01, 145.89959, 0.62949E+03
    7100,2026-06-16T12:09:24.469+09:00, 0.256E-01, 148.16485, 0.63839E+03
    7200,2026-06-16T12:09:33.636+09:00, 0.188E-01, 150.24899, 0.64749E+03
