,,s,s,s
    2500,2026-06-16T11:56:57.121+09:00, 0.194E-01,  54.27352, 0.19636E+03
    2600,2026-06-16T11:57:04.861+09:00, 0.203E-01,  56.24496, 0.20404E+03
    2700,2026-06-16T11:57:12.748+09:00, 0.198E-01,  58.22416, 0.21188E+03
    2800,2026-06-16T11:57:20.578+09:00, 0.218E-01,  60.17227, 0.21965E+03
    2900,2026-06-16T11:57:28.421+09:00, 0.199E-01,  62.12729, 0.22744E+03
    3000,2026-06-16T11:57:36.313+09:00, 0.170E-01,  64.07489, 0.23528E+03
    3100,2026-06-16T11:57:44.108+09:00, 0.187E-01,  66.01614, 0.24302E+03
    3200,2026-06-16T11:57:51.949+09:00, 0.210E-01,  68.08046, 0.25080E+03
    3300,2026-06-16T11:57:59.823+09:00, 0.204E-01,  70.22904, 0.25862E+03
    3400,2026-06-16T11:58:07.672+09:00, 0.188E-01,  72.18495, 0.26642E+03
    3500,2026-06-16T11:58:15.510+09:00, 0.221E-01,  74.19469, 0.27420E+03
    3600,2026-06-16T11:58:23.355+09:00, 0.184E-01,  76.26611, 0.28199E+03
    3700,2026-06-16T11:58:31.232+09:00, 0.171E-01,  78.18464, 0.28982E+03
    3800,2026-06-16T11:58:39.000+09:00, 0.215E-01,  80.14961, 0.29753E+03
    3900,2026-06-16T11:58:46.771+09:00, 0.217E-01,  82.11572, 0.30525E+03
    4000,2026-06-16T11:58:54.581+09:00, 0.220E-01,  84.04265, 0.31300E+03
    4100,2026-06-16T11:59:02.354+09:00, 0.193E-01,  86.14631, 0.32073E+03
    4200,2026-06-16T11:59:10.183+09:00, 0.223E-01,  88.21746, 0.32850E+03
    4300,2026-06-16T11:59:18.023+09:00, 0.229E-01,  90.40794, 0.33629E+03
    4400,2026-06-16T11:59:25.850+09:00, 0.194E-01,  92.54957, 0.34407E+03
    4500,2026-06-16T11:59:33.654+09:00, 0.168E-01,  94.48238, 0.35182E+03
    4600,2026-06-16T11:59:41.441+09:00, 0.208E-01,  96.43980, 0.35955E+03
    4700,2026-06-16T11:59:49.284+09:00, 0.204E-01,  98.57263, 0.36734E+03
    4800,2026-06-16T11:59:57.085+09:00, 0.212E-01, 100.50791, 0.37509E+03
    4900,2026-06-16T12:00:04.888+09:00, 0.225E-01, 102.58671, 0.38284E+03
    5000,2026-06-16T12:00:12.634+09:00, 0.219E-01, 104.70459, 0.39053E+03
    5100,2026-06-16T12:00:20.453+09:00, 0.192E-01, 106.58114, 0.39830E+03
    5200,2026-06-16T12:00:28.296+09:00, 0.196E-01, 108.68795, 0.40609E+03
    5300,2026-06-16T12:00:36.135+09:00, 0.258E-01, 110.79002, 0.41387E+03
    5400,2026-06-16T12:00:44.016+09:00, 0.216E-01, 112.93610, 0.42170E+03
    5500,2026-06-16T12:00:51.847+09:00, 0.218E-01, 115.07333, 0.42948E+03
    5600,2026-06-16T12:00:59.689+09:00, 0.211E-01, 117.21042, 0.43727E+03
    5700,2026-06-16T12:01:07.534+09:00, 0.209E-01, 119.19671, 0.44506E+03
    5800,2026-06-16T12:01:15.333+09:00, 0.230E-01, 121.43908, 0.45281E+03
    5900,2026-06-16T12:01:23.117+09:00, 0.225E-01, 123.54519, 0.46054E+03
    6000,2026-06-16T12:01:30.962+09:00, 0.224E-01, 125.59043, 0.46833E+03
    6100,2026-06-16T12:01:38.833+09:00, 0.193E-01, 127.67918, 0.47615E+03
    6200,2026-06-16T12:01:46.632+09:00, 0.198E-01, 129.76934, 0.48389E+03
    6300,2026-06-16T12:01:54.457+09:00, 0.168E-01, 131.76016, 0.49167E+03
    6400,2026-06-16T12:02:02.208+09:00, 0.243E-01, 133.72081, 0.49937E+03
    6500,2026-06-16T12:02:09.991+09:00, 0.224E-01, 135.76814, 0.50710E+03
    6600,2026-06-16T12:02:17.764+09:00, 0.211E-01, 137.82295, 0.51482E+03
    6700,2026-06-16T12:02:25.593+09:00, 0.211E-01, 140.07625, 0.52259E+03
    6800,2026-06-16T12:02:33.395+09:00, 0.243E-01, 142.26471, 0.53034E+03
    6900,2026-06-16T12:02:41.251+09:00, 0.197E-01, 144.42399, 0.53814E+03
    7000,2026-06-16T12:02:49.023+09:00, 0.207E-01, 146.48959, 0.54586E+03
    7100,2026-06-16T12:02:56.861+09:00, 0.206E-01, 148.58843, 0.55365E+03
    7200,2026-06-16T12:03:04.693+09:00, 0.186E-01, 150.62674, 0.56142E+03
    7300,2026-06-16T12:03:12.521+09:00, 0.236E-01, 152.90855, 0.56920E+03
    7400,2026-06-16T12:03:20.329+09:00, 0.217E-01, 155.11140, 0.57696E+03
    7500,2026-06-16T12:03:28.166+09:00, 0.220E-01, 157.31681, 0.58474E+03
    7600,2026-06-16T12:03:35.955+09:00, 0.240E-01, 159.46636, 0.59248E+03
    7700,2026-06-16T12:03:43.869+09:00, 0.214E-01, 161.68262, 0.60033E+03
    7800,2026-06-16T12:03:51.689+09:00, 0.227E-01, 163.86053, 0.60810E+03
    7900,2026-06-16T12:03:59.498+09:00, 0.218E-01, 165.97744, 0.61586E+03
    8000,2026-06-16T12:04:07.303+09:00, 0.241E-01, 168.30014, 0.62360E+03
    8100,2026-06-16T12:04:15.065+09:00, 0.236E-01, 170.43626, 0.63131E+03
    8200,2026-06-16T12:04:22.963+09:00, 0.201E-01, 172.74575, 0.63916E+03
    8300,2026-06-16T12:04:30.785+09:00, 0.223E-01, 174.87586, 0.64692E+03
    8400,2026-06-16T12:04:38.615+09:00, 0.213E-01, 177.13810, 0.65469E+03
    8500,2026-06-16T12:04:46.515+09:00, 0.213E-01, 179.36455, 0.66254E+03
    8600,2026-06-16T12:04:54.327+09:00, 0.231E-01, 181.59946, 0.67030E+03
    8700,2026-06-16T12:05:02.144+09:00, 0.217E-01, 183.75472, 0.67807E+03
    8800,2026-06-16T12:05:10.018+09:00, 0.151E-01, 185.77779, 0.68589E+03
    8900,2026-06-16T12:05:17.793+09:00, 0.247E-01, 187.85734, 0.69361E+03
    9000,2026-06-16T12:05:25.711+09:00, 0.254E-01, 190.17537, 0.70147E+03
    9100,2026-06-16T12:05:33.573+09:00, 0.235E-01, 192.51924, 0.70928E+03
    9200,2026-06-16T12:05:41.385+09:00, 0.218E-01, 194.74461, 0.71704E+03
    9300,2026-06-16T12:05:49.120+09:00, 0.200E-01, 196.86915, 0.72472E+03
    9400,2026-06-16T12:05:56.906+09:00, 0.243E-01, 198.97924, 0.73246E+03
    9500,2026-06-16T12:06:04.693+09:00, 0.208E-01, 201.12324, 0.74019E+03
    9600,2026-06-16T12:06:12.531+09:00, 0.243E-01, 203.35338, 0.74798E+03
    9700,2026-06-16T12:06:20.375+09:00, 0.257E-01, 205.66280, 0.75577E+03
    9800,2026-06-16T12:06:28.264+09:00, 0.249E-01, 207.85426, 0.76361E+03
    9900,2026-06-16T12:06:36.164+09:00, 0.222E-01, 210.00592, 0.77145E+03
   10000,2026-06-16T12:06:43.960+09:00, 0.208E-01, 212.21618, 0.77919E+03
   10100,2026-06-16T12:06:51.745+09:00, 0.230E-01, 214.45227, 0.78693E+03
   10200,2026-06-16T12:06:59.588+09:00, 0.221E-01, 216.71477, 0.79472E+03
   10300,2026-06-16T12:07:07.425+09:00, 0.199E-01, 218.92605, 0.80250E+03
   10400,2026-06-16T12:07:15.233+09:00, 0.220E-01, 221.18218, 0.81026E+03
   10500,2026-06-16T12:07:23.081+09:00, 0.185E-01, 223.37574, 0.81805E+03
   10600,2026-06-16T12:07:30.871+09:00, 0.257E-01, 225.55992, 0.82579E+03
   10700,2026-06-16T12:07:38.664+09:00, 0.222E-01, 227.74972, 0.83353E+03
   10800,2026-06-16T12:07:46.507+09:00, 0.229E-01, 230.07650, 0.84131E+03
   10900,2026-06-16T12:07:54.279+09:00, 0.214E-01, 232.29423, 0.84903E+03
   11000,2026-06-16T12:08:02.050+09:00, 0.211E-01, 234.53951, 0.85675E+03
   11100,2026-06-16T12:08:09.853+09:00, 0.224E-01, 236.78397, 0.86448E+03
   11200,2026-06-16T12:08:17.680+09:00, 0.206E-01, 239.13542, 0.87226E+03
   11300,2026-06-16T12:08:25.404+09:00, 0.240E-01, 241.49580, 0.87993E+03
   11400,2026-06-16T12:08:33.238+09:00, 0.218E-01, 243.81344, 0.88771E+03
   11500,2026-06-16T12:08:41.097+09:00, 0.241E-01, 246.02253, 0.89551E+03
   11600,2026-06-16T12:08:48.937+09:00, 0.215E-01, 248.44076, 0.90330E+03
   11700,2026-06-16T12:08:56.786+09:00, 0.236E-01, 250.78844, 0.91109E+03
   11800,2026-06-16T12:09:04.581+09:00, 0.248E-01, 253.07991, 0.91884E+03
   11900,2026-06-16T12:09:12.413+09:00, 0.214E-01, 255.47714, 0.92662E+03
   12000,2026-06-16T12:09:20.135+09:00, 0.277E-01, 257.58266, 0.93429E+03
   12100,2026-06-16T12:09:27.955+09:00, 0.191E-01, 259.80110, 0.94205E+03
