,,s,s,s
    2300,2026-06-16T11:41:05.735+09:00, 0.180E-01,  47.05728, 0.20856E+03
    2400,2026-06-16T11:41:14.825+09:00, 0.189E-01,  48.92810, 0.21758E+03
    2500,2026-06-16T11:41:23.832+09:00, 0.180E-01,  50.66337, 0.22651E+03
    2600,2026-06-16T11:41:32.914+09:00, 0.158E-01,  52.45994, 0.23552E+03
    2700,2026-06-16T11:41:41.927+09:00, 0.166E-01,  54.38536, 0.24446E+03
    2800,2026-06-16T11:41:50.935+09:00, 0.151E-01,  56.09174, 0.25340E+03
    2900,2026-06-16T11:41:59.853+09:00, 0.193E-01,  57.79645, 0.26225E+03
    3000,2026-06-16T11:42:08.902+09:00, 0.180E-01,  59.69858, 0.27123E+03
    3100,2026-06-16T11:42:17.924+09:00, 0.178E-01,  61.64926, 0.28018E+03
    3200,2026-06-16T11:42:26.982+09:00, 0.212E-01,  63.61025, 0.28917E+03
    3300,2026-06-16T11:42:36.086+09:00, 0.193E-01,  65.57299, 0.29819E+03
    3400,2026-06-16T11:42:45.127+09:00, 0.175E-01,  67.45829, 0.30716E+03
    3500,2026-06-16T11:42:54.086+09:00, 0.185E-01,  69.29676, 0.31605E+03
    3600,2026-06-16T11:43:03.148+09:00, 0.173E-01,  71.03486, 0.32504E+03
    3700,2026-06-16T11:43:12.131+09:00, 0.203E-01,  72.91946, 0.33395E+03
    3800,2026-06-16T11:43:21.247+09:00, 0.186E-01,  74.84317, 0.34299E+03
    3900,2026-06-16T11:43:30.236+09:00, 0.175E-01,  76.79235, 0.35191E+03
    4000,2026-06-16T11:43:39.294+09:00, 0.199E-01,  78.57423, 0.36089E+03
    4100,2026-06-16T11:43:48.297+09:00, 0.210E-01,  80.48594, 0.36983E+03
    4200,2026-06-16T11:43:57.422+09:00, 0.196E-01,  82.44598, 0.37888E+03
    4300,2026-06-16T11:44:06.389+09:00, 0.206E-01,  84.32653, 0.38778E+03
    4400,2026-06-16T11:44:15.415+09:00, 0.179E-01,  86.21026, 0.39674E+03
    4500,2026-06-16T11:44:24.388+09:00, 0.211E-01,  88.12962, 0.40564E+03
    4600,2026-06-16T11:44:33.440+09:00, 0.166E-01,  90.01874, 0.41462E+03
    4700,2026-06-16T11:44:42.410+09:00, 0.144E-01,  91.78887, 0.42353E+03
    4800,2026-06-16T11:44:51.417+09:00, 0.216E-01,  93.84735, 0.43247E+03
    4900,2026-06-16T11:45:00.607+09:00, 0.183E-01,  95.79450, 0.44159E+03
    5000,2026-06-16T11:45:09.609+09:00, 0.192E-01,  97.65274, 0.45052E+03
    5100,2026-06-16T11:45:18.663+09:00, 0.191E-01,  99.58956, 0.45950E+03
    5200,2026-06-16T11:45:27.698+09:00, 0.174E-01, 101.19229, 0.46847E+03
    5300,2026-06-16T11:45:36.756+09:00, 0.142E-01, 102.81864, 0.47746E+03
    5400,2026-06-16T11:45:45.789+09:00, 0.233E-01, 104.66372, 0.48642E+03
    5500,2026-06-16T11:45:54.803+09:00, 0.195E-01, 106.66817, 0.49537E+03
    5600,2026-06-16T11:46:03.827+09:00, 0.171E-01, 108.69778, 0.50431E+03
    5700,2026-06-16T11:46:12.825+09:00, 0.204E-01, 110.63454, 0.51324E+03
    5800,2026-06-16T11:46:21.845+09:00, 0.212E-01, 112.72192, 0.52219E+03
    5900,2026-06-16T11:46:30.862+09:00, 0.230E-01, 114.74967, 0.53114E+03
    6000,2026-06-16T11:46:39.901+09:00, 0.199E-01, 116.66048, 0.54010E+03
    6100,2026-06-16T11:46:49.001+09:00, 0.162E-01, 118.79758, 0.54913E+03
    6200,2026-06-16T11:46:57.880+09:00, 0.185E-01, 120.72993, 0.55794E+03
    6300,2026-06-16T11:47:06.975+09:00, 0.191E-01, 122.58557, 0.56696E+03
    6400,2026-06-16T11:47:15.993+09:00, 0.183E-01, 124.47322, 0.57591E+03
    6500,2026-06-16T11:47:25.004+09:00, 0.232E-01, 126.55397, 0.58485E+03
    6600,2026-06-16T11:47:33.985+09:00, 0.218E-01, 128.79362, 0.59376E+03
    6700,2026-06-16T11:47:43.033+09:00, 0.192E-01, 130.98542, 0.60274E+03
    6800,2026-06-16T11:47:52.072+09:00, 0.225E-01, 132.98572, 0.61171E+03
    6900,2026-06-16T11:48:01.074+09:00, 0.221E-01, 135.04113, 0.62064E+03
    7000,2026-06-16T11:48:10.045+09:00, 0.209E-01, 137.11994, 0.62954E+03
    7100,2026-06-16T11:48:18.983+09:00, 0.166E-01, 139.13928, 0.63841E+03
    7200,2026-06-16T11:48:28.010+09:00, 0.207E-01, 141.03338, 0.64737E+03
    7300,2026-06-16T11:48:37.147+09:00, 0.133E-01, 142.96143, 0.65643E+03
    7400,2026-06-16T11:48:46.160+09:00, 0.157E-01, 144.74622, 0.66537E+03
    7500,2026-06-16T11:48:55.123+09:00, 0.188E-01, 146.30032, 0.67427E+03
    7600,2026-06-16T11:49:04.100+09:00, 0.197E-01, 148.36992, 0.68317E+03
    7700,2026-06-16T11:49:13.075+09:00, 0.201E-01, 150.45025, 0.69208E+03
    7800,2026-06-16T11:49:22.055+09:00, 0.259E-01, 152.56515, 0.70098E+03
    7900,2026-06-16T11:49:31.152+09:00, 0.171E-01, 154.69911, 0.71001E+03
    8000,2026-06-16T11:49:40.102+09:00, 0.240E-01, 156.63151, 0.71889E+03
    8100,2026-06-16T11:49:49.033+09:00, 0.184E-01, 158.53303, 0.72776E+03
    8200,2026-06-16T11:49:58.056+09:00, 0.216E-01, 160.61103, 0.73671E+03
    8300,2026-06-16T11:50:07.041+09:00, 0.225E-01, 162.75166, 0.74562E+03
    8400,2026-06-16T11:50:16.021+09:00, 0.176E-01, 164.71215, 0.75453E+03
    8500,2026-06-16T11:50:25.047+09:00, 0.150E-01, 166.64295, 0.76348E+03
    8600,2026-06-16T11:50:34.016+09:00, 0.162E-01, 168.32252, 0.77238E+03
    8700,2026-06-16T11:50:42.947+09:00, 0.200E-01, 169.95333, 0.78125E+03
    8800,2026-06-16T11:50:51.950+09:00, 0.191E-01, 171.83496, 0.79019E+03
    8900,2026-06-16T11:51:01.070+09:00, 0.167E-01, 173.85097, 0.79924E+03
    9000,2026-06-16T11:51:10.100+09:00, 0.167E-01, 175.80683, 0.80819E+03
    9100,2026-06-16T11:51:19.044+09:00, 0.204E-01, 177.88674, 0.81707E+03
    9200,2026-06-16T11:51:28.050+09:00, 0.211E-01, 180.00193, 0.82598E+03
    9300,2026-06-16T11:51:37.072+09:00, 0.216E-01, 182.08373, 0.83493E+03
    9400,2026-06-16T11:51:46.054+09:00, 0.191E-01, 184.31522, 0.84384E+03
    9500,2026-06-16T11:51:55.032+09:00, 0.208E-01, 186.29652, 0.85275E+03
    9600,2026-06-16T11:52:04.042+09:00, 0.180E-01, 188.35540, 0.86169E+03
    9700,2026-06-16T11:52:13.054+09:00, 0.234E-01, 190.33666, 0.87063E+03
    9800,2026-06-16T11:52:22.069+09:00, 0.180E-01, 192.34551, 0.87957E+03
    9900,2026-06-16T11:52:31.043+09:00, 0.222E-01, 194.34652, 0.88848E+03
   10000,2026-06-16T11:52:40.002+09:00, 0.232E-01, 196.39355, 0.89737E+03
   10100,2026-06-16T11:52:48.990+09:00, 0.222E-01, 198.56813, 0.90629E+03
   10200,2026-06-16T11:52:58.008+09:00, 0.220E-01, 200.67062, 0.91523E+03
   10300,2026-06-16T11:53:06.965+09:00, 0.204E-01, 202.65252, 0.92412E+03
   10400,2026-06-16T11:53:15.970+09:00, 0.187E-01, 204.58077, 0.93305E+03
   10500,2026-06-16T11:53:24.981+09:00, 0.187E-01, 206.65344, 0.94199E+03
   10600,2026-06-16T11:53:33.939+09:00, 0.207E-01, 208.66569, 0.95087E+03
   10700,2026-06-16T11:53:42.816+09:00, 0.241E-01, 210.82753, 0.95968E+03
   10800,2026-06-16T11:53:51.660+09:00, 0.213E-01, 212.83195, 0.96845E+03
   10900,2026-06-16T11:54:00.448+09:00, 0.230E-01, 215.15945, 0.97717E+03
   11000,2026-06-16T11:54:09.291+09:00, 0.192E-01, 217.24583, 0.98595E+03
   11100,2026-06-16T11:54:18.103+09:00, 0.216E-01, 219.40268, 0.99469E+03
   11200,2026-06-16T11:54:26.938+09:00, 0.236E-01, 221.58183, 0.10035E+04
   11300,2026-06-16T11:54:35.746+09:00, 0.224E-01, 223.79346, 0.10122E+04
   11400,2026-06-16T11:54:44.562+09:00, 0.219E-01, 225.97192, 0.10209E+04
   11500,2026-06-16T11:54:53.366+09:00, 0.195E-01, 228.15449, 0.10297E+04
   11600,2026-06-16T11:55:01.268+09:00, 0.228E-01, 230.24151, 0.10375E+04
   11700,2026-06-16T11:55:09.091+09:00, 0.215E-01, 232.39931, 0.10453E+04
   11800,2026-06-16T11:55:16.960+09:00, 0.205E-01, 234.53055, 0.10531E+04
   11900,2026-06-16T11:55:24.802+09:00, 0.195E-01, 236.59656, 0.10609E+04
   12000,2026-06-16T11:55:32.666+09:00, 0.235E-01, 238.84498, 0.10687E+04
   12100,2026-06-16T11:55:40.568+09:00, 0.231E-01, 241.00311, 0.10765E+04
   12200,2026-06-16T11:55:48.409+09:00, 0.246E-01, 243.13904, 0.10843E+04
   12300,2026-06-16T11:55:56.301+09:00, 0.225E-01, 245.25006, 0.10921E+04
   12400,2026-06-16T11:56:04.167+09:00, 0.228E-01, 247.44829, 0.11000E+04
   12500,2026-06-16T11:56:12.032+09:00, 0.202E-01, 249.68068, 0.11078E+04
   12600,2026-06-16T11:56:19.874+09:00, 0.220E-01, 251.69614, 0.11155E+04
   12700,2026-06-16T11:56:27.730+09:00, 0.195E-01, 253.96476, 0.11233E+04
   12800,2026-06-16T11:56:35.586+09:00, 0.202E-01, 256.12709, 0.11311E+04
   12900,2026-06-16T11:56:43.409+09:00, 0.218E-01, 258.34279, 0.11389E+04
   13000,2026-06-16T11:56:51.173+09:00, 0.215E-01, 260.25945, 0.11466E+04
   13100,2026-06-16T11:56:59.051+09:00, 0.157E-01, 262.36162, 0.11544E+04
   13200,2026-06-16T11:57:06.883+09:00, 0.193E-01, 264.44064, 0.11622E+04
   13300,2026-06-16T11:57:14.734+09:00, 0.213E-01, 266.68606, 0.11700E+04
   13400,2026-06-16T11:57:22.564+09:00, 0.211E-01, 268.75979, 0.11778E+04
   13500,2026-06-16T11:57:30.390+09:00, 0.214E-01, 270.79738, 0.11855E+04
   13600,2026-06-16T11:57:38.251+09:00, 0.253E-01, 273.20899, 0.11933E+04
   13700,2026-06-16T11:57:46.100+09:00, 0.259E-01, 275.51960, 0.12011E+04
   13800,2026-06-16T11:57:54.015+09:00, 0.242E-01, 277.75440, 0.12090E+04
   13900,2026-06-16T11:58:01.856+09:00, 0.230E-01, 280.02792, 0.12168E+04
   14000,2026-06-16T11:58:09.683+09:00, 0.245E-01, 282.24433, 0.12245E+04
   14100,2026-06-16T11:58:17.615+09:00, 0.210E-01, 284.54286, 0.12324E+04
   14200,2026-06-16T11:58:25.471+09:00, 0.231E-01, 286.64032, 0.12402E+04
   14300,2026-06-16T11:58:33.329+09:00, 0.238E-01, 288.69374, 0.12480E+04
   14400,2026-06-16T11:58:41.222+09:00, 0.225E-01, 291.05428, 0.12558E+04
   14500,2026-06-16T11:58:50.051+09:00, 0.229E-01, 293.29278, 0.12646E+04
   14600,2026-06-16T11:58:58.958+09:00, 0.204E-01, 295.52038, 0.12734E+04
   14700,2026-06-16T11:59:07.840+09:00, 0.241E-01, 297.87176, 0.12822E+04
   14800,2026-06-16T11:59:16.831+09:00, 0.151E-01, 299.79749, 0.12912E+04
   14812,2026-06-16T11:59:17.916+09:00, 0.158E-01, 300.00000, 0.12922E+04
