,,s,s,s
    9200,2026-06-16T11:30:26.635+09:00, 0.238E-01, 193.90223, 0.79493E+03
    9300,2026-06-16T11:30:35.322+09:00, 0.208E-01, 196.16531, 0.80354E+03
    9400,2026-06-16T11:30:43.996+09:00, 0.203E-01, 198.40430, 0.81214E+03
    9500,2026-06-16T11:30:52.687+09:00, 0.160E-01, 200.59580, 0.82075E+03
    9600,2026-06-16T11:31:01.358+09:00, 0.196E-01, 202.51916, 0.82935E+03
    9700,2026-06-16T11:31:09.976+09:00, 0.208E-01, 204.66141, 0.83789E+03
    9800,2026-06-16T11:31:18.616+09:00, 0.207E-01, 207.00959, 0.84646E+03
    9900,2026-06-16T11:31:27.221+09:00, 0.224E-01, 209.00489, 0.85499E+03
   10000,2026-06-16T11:31:35.877+09:00, 0.224E-01, 211.42610, 0.86357E+03
   10100,2026-06-16T11:31:44.528+09:00, 0.187E-01, 213.62721, 0.87214E+03
   10200,2026-06-16T11:31:53.276+09:00, 0.258E-01, 216.07759, 0.88081E+03
   10300,2026-06-16T11:32:01.936+09:00, 0.230E-01, 218.31046, 0.88939E+03
   10400,2026-06-16T11:32:10.613+09:00, 0.212E-01, 220.42109, 0.89799E+03
   10500,2026-06-16T11:32:19.254+09:00, 0.236E-01, 222.66092, 0.90656E+03
   10600,2026-06-16T11:32:27.935+09:00, 0.254E-01, 224.80054, 0.91517E+03
   10700,2026-06-16T11:32:36.564+09:00, 0.232E-01, 227.17033, 0.92373E+03
   10800,2026-06-16T11:32:45.306+09:00, 0.246E-01, 229.52056, 0.93240E+03
   10900,2026-06-16T11:32:53.947+09:00, 0.182E-01, 231.82198, 0.94097E+03
   11000,2026-06-16T11:33:02.507+09:00, 0.201E-01, 234.06877, 0.94945E+03
   11100,2026-06-16T11:33:11.101+09:00, 0.201E-01, 236.53235, 0.95797E+03
   11200,2026-06-16T11:33:19.718+09:00, 0.236E-01, 238.79523, 0.96648E+03
   11300,2026-06-16T11:33:28.393+09:00, 0.254E-01, 241.08727, 0.97508E+03
   11400,2026-06-16T11:33:37.069+09:00, 0.259E-01, 243.31097, 0.98369E+03
   11500,2026-06-16T11:33:45.787+09:00, 0.204E-01, 245.74636, 0.99233E+03
   11600,2026-06-16T11:33:54.340+09:00, 0.208E-01, 247.92588, 0.10008E+04
   11700,2026-06-16T11:34:03.110+09:00, 0.235E-01, 250.17878, 0.10095E+04
   11800,2026-06-16T11:34:11.741+09:00, 0.255E-01, 252.57100, 0.10180E+04
   11900,2026-06-16T11:34:20.385+09:00, 0.191E-01, 254.82598, 0.10266E+04
   12000,2026-06-16T11:34:28.916+09:00, 0.235E-01, 256.94988, 0.10351E+04
   12100,2026-06-16T11:34:37.532+09:00, 0.237E-01, 259.26606, 0.10436E+04
   12200,2026-06-16T11:34:46.064+09:00, 0.243E-01, 261.57222, 0.10521E+04
   12300,2026-06-16T11:34:54.569+09:00, 0.212E-01, 263.99083, 0.10605E+04
   12400,2026-06-16T11:35:02.950+09:00, 0.242E-01, 266.16299, 0.10688E+04
   12500,2026-06-16T11:35:11.291+09:00, 0.233E-01, 268.33027, 0.10771E+04
   12600,2026-06-16T11:35:19.734+09:00, 0.215E-01, 270.55372, 0.10855E+04
   12700,2026-06-16T11:35:28.173+09:00, 0.200E-01, 272.91841, 0.10939E+04
   12800,2026-06-16T11:35:36.616+09:00, 0.185E-01, 275.13889, 0.11022E+04
   12900,2026-06-16T11:35:45.103+09:00, 0.225E-01, 277.46900, 0.11107E+04
   13000,2026-06-16T11:35:53.448+09:00, 0.227E-01, 279.82987, 0.11189E+04
   13100,2026-06-16T11:36:01.840+09:00, 0.225E-01, 281.93643, 0.11273E+04
   13200,2026-06-16T11:36:10.314+09:00, 0.222E-01, 284.24022, 0.11357E+04
   13300,2026-06-16T11:36:18.727+09:00, 0.259E-01, 286.67780, 0.11440E+04
   13400,2026-06-16T11:36:27.099+09:00, 0.251E-01, 289.19534, 0.11523E+04
   13500,2026-06-16T11:36:35.575+09:00, 0.271E-01, 291.64724, 0.11607E+04
   13600,2026-06-16T11:36:44.056+09:00, 0.212E-01, 294.08273, 0.11691E+04
   13700,2026-06-16T11:36:52.428+09:00, 0.231E-01, 296.26402, 0.11775E+04
   13800,2026-06-16T11:37:00.889+09:00, 0.184E-01, 298.44221, 0.11858E+04
   13882,2026-06-16T11:37:07.751+09:00, 0.151E-01, 300.00000, 0.11927E+04
